id,topic,question,answer,commands,source
104,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
105,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
106,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.",tar -czf archive.tar.gz /path/to/directory/; tar -czf backup.tar.gz file1.txt file2.txt,https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive
107,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.",tar -xzf archive.tar.gz; tar -xzf archive.tar.gz -C /destination/path/,https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory
108,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,tar -tzf archive.tar.gz; tar -tvzf archive.tar.gz,https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file
109,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
110,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
111,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.",tar -czf archive.tar.gz /path/to/directory/; tar -czf backup.tar.gz file1.txt file2.txt,https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive
112,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.",tar -xzf archive.tar.gz; tar -xzf archive.tar.gz -C /destination/path/,https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory
113,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,tar -tzf archive.tar.gz; tar -tvzf archive.tar.gz,https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file
114,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
115,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
116,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.",tar -czf archive.tar.gz /path/to/directory/; tar -czf backup.tar.gz file1.txt file2.txt,https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive
117,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.",tar -xzf archive.tar.gz; tar -xzf archive.tar.gz -C /destination/path/,https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory
118,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,tar -tzf archive.tar.gz; tar -tvzf archive.tar.gz,https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file
119,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
120,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
121,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.",tar -czf archive.tar.gz /path/to/directory/; tar -czf backup.tar.gz file1.txt file2.txt,https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive
122,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.",tar -xzf archive.tar.gz; tar -xzf archive.tar.gz -C /destination/path/,https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory
123,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,tar -tzf archive.tar.gz; tar -tvzf archive.tar.gz,https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file
124,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
125,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
126,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.",tar -czf archive.tar.gz /path/to/directory/; tar -czf backup.tar.gz file1.txt file2.txt,https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive
127,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.",tar -xzf archive.tar.gz; tar -xzf archive.tar.gz -C /destination/path/,https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory
128,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,tar -tzf archive.tar.gz; tar -tvzf archive.tar.gz,https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file
129,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
130,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
131,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.",tar -czf archive.tar.gz /path/to/directory/; tar -czf backup.tar.gz file1.txt file2.txt,https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive
132,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.",tar -xzf archive.tar.gz; tar -xzf archive.tar.gz -C /destination/path/,https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory
133,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,tar -tzf archive.tar.gz; tar -tvzf archive.tar.gz,https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file
134,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
135,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
136,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.",tar -czf archive.tar.gz /path/to/directory/; tar -czf backup.tar.gz file1.txt file2.txt,https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive
137,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.",tar -xzf archive.tar.gz; tar -xzf archive.tar.gz -C /destination/path/,https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory
138,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,tar -tzf archive.tar.gz; tar -tvzf archive.tar.gz,https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file
139,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
140,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
141,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.",tar -czf archive.tar.gz /path/to/directory/; tar -czf backup.tar.gz file1.txt file2.txt,https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive
142,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.",tar -xzf archive.tar.gz; tar -xzf archive.tar.gz -C /destination/path/,https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory
143,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,tar -tzf archive.tar.gz; tar -tvzf archive.tar.gz,https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file
144,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
145,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
146,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.",tar -czf archive.tar.gz /path/to/directory/; tar -czf backup.tar.gz file1.txt file2.txt,https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive
147,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.",tar -xzf archive.tar.gz; tar -xzf archive.tar.gz -C /destination/path/,https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory
148,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,tar -tzf archive.tar.gz; tar -tvzf archive.tar.gz,https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file
149,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,gzip filename.txt; gzip -c filename.txt > filename.txt.gz,https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file
150,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,gunzip filename.txt.gz; gzip -d filename.txt.gz,https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python
151,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
152,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
153,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
154,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
155,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
156,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
157,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
158,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
159,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
160,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
161,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
162,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
163,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
164,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
165,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
166,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
167,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
168,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
169,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
170,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
171,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
172,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
173,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
174,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
175,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
176,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
177,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
178,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
179,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
180,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
181,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
182,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
183,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
184,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
185,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
186,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
187,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
188,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
189,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
190,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
191,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
192,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
193,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
194,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
195,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
196,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/; grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux
197,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt; grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
198,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt; grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash
199,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt; ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number
200,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt; grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic
201,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
202,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
203,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
204,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
205,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
206,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
207,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
208,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
209,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
210,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
211,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
212,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
213,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
214,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
