id,topic,question,answer,commands,source,timestamp
92,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
93,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
94,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
95,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
96,Bash,How do you check if a file exists in a bash script?,Use the -f test operator within an if statement to check if a file exists and is a regular file.,"if [ -f ""/path/to/file"" ]; then
    echo ""File exists""
fi",https://stackoverflow.com/questions/638975/how-do-i-tell-if-a-regular-file-does-not-exist-in-bash,2025-06-18T15:50:11.580698
97,Bash,How do you iterate over files in a directory using bash?,Use a for loop with a wildcard pattern to iterate over files in a directory.,"for file in /path/to/directory/*; do
    echo ""Processing $file""
done",https://stackoverflow.com/questions/20796200/how-to-loop-over-files-in-directory-and-change-path-and-add-suffix-to-filename,2025-06-18T15:50:11.580698
98,Bash,How do you read user input in a bash script?,Use the read command to get user input and store it in a variable.,"read -p ""Enter your name: "" username
echo ""Hello $username""",https://stackoverflow.com/questions/1885525/how-do-i-prompt-a-user-for-confirmation-in-bash-script,2025-06-18T15:50:11.580698
99,Bash,How do you check if a variable is empty in bash?,"Use the -z test operator to check if a variable is empty, or -n to check if it is not empty.","if [ -z ""$variable"" ]; then
    echo ""Variable is empty""
fi",https://stackoverflow.com/questions/3601515/how-to-check-if-a-variable-is-set-in-bash,2025-06-18T15:50:11.580698
100,Bash,How do you define and call a function in bash?,"Define a function using function name() { commands; } or name() { commands; }, then call it by using just the function name.","function greet() {
    echo ""Hello $1""
}
greet ""World""",https://stackoverflow.com/questions/6212219/passing-parameters-to-a-bash-function,2025-06-18T15:50:11.580698
101,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
102,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
103,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
104,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
105,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
106,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
107,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
108,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
109,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
110,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
111,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
112,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
113,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
114,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
115,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
116,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
117,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
118,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
119,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
120,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
121,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
122,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
123,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
124,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
125,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
126,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
127,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
128,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
129,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
130,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
131,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
132,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
133,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
134,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
135,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
136,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
137,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
138,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
139,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
140,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
141,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
142,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
143,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
144,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
145,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
146,Tar/Gzip,How do you create a compressed tar archive?,"Use tar with the -czf flags to create a compressed gzip archive. -c creates archive, -z compresses with gzip, -f specifies filename.","tar -czf archive.tar.gz /path/to/directory/
tar -czf backup.tar.gz file1.txt file2.txt",https://stackoverflow.com/questions/18681595/tar-a-directory-but-dont-store-full-absolute-paths-in-the-archive,2025-06-18T15:50:12.595748
147,Tar/Gzip,How do you extract a tar.gz archive?,"Use tar with -xzf flags to extract a compressed archive. -x extracts, -z handles gzip compression, -f specifies filename.","tar -xzf archive.tar.gz
tar -xzf archive.tar.gz -C /destination/path/",https://stackoverflow.com/questions/8371925/how-to-extract-tar-file-to-a-specific-directory,2025-06-18T15:50:12.595748
148,Tar/Gzip,How do you list contents of a tar archive without extracting?,Use tar with -tzf flags to list the contents of a compressed archive without extracting it.,"tar -tzf archive.tar.gz
tar -tvzf archive.tar.gz",https://stackoverflow.com/questions/1043674/how-to-see-the-contents-of-a-tar-file,2025-06-18T15:50:12.595748
149,Tar/Gzip,How do you compress a file using gzip?,Use gzip command to compress files. The original file is replaced with a .gz version.,"gzip filename.txt
gzip -c filename.txt > filename.txt.gz",https://stackoverflow.com/questions/4521351/gzip-compress-without-removing-the-original-file,2025-06-18T15:50:12.595748
150,Tar/Gzip,How do you decompress a gzip file?,Use gunzip command or gzip -d to decompress .gz files.,"gunzip filename.txt.gz
gzip -d filename.txt.gz",https://stackoverflow.com/questions/29705069/decompress-tar-gz-file-using-python,2025-06-18T15:50:12.595748
151,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/
grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux,2025-06-18T15:50:13.596478
152,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt
grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
153,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt
grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash,2025-06-18T15:50:13.596478
154,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt
ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
155,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt
grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic,2025-06-18T15:50:13.596478
156,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/
grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux,2025-06-18T15:50:13.596478
157,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt
grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
158,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt
grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash,2025-06-18T15:50:13.596478
159,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt
ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
160,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt
grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic,2025-06-18T15:50:13.596478
161,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/
grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux,2025-06-18T15:50:13.596478
162,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt
grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
163,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt
grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash,2025-06-18T15:50:13.596478
164,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt
ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
165,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt
grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic,2025-06-18T15:50:13.596478
166,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/
grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux,2025-06-18T15:50:13.596478
167,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt
grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
168,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt
grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash,2025-06-18T15:50:13.596478
169,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt
ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
170,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt
grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic,2025-06-18T15:50:13.596478
171,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/
grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux,2025-06-18T15:50:13.596478
172,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt
grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
173,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt
grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash,2025-06-18T15:50:13.596478
174,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt
ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
175,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt
grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic,2025-06-18T15:50:13.596478
176,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/
grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux,2025-06-18T15:50:13.596478
177,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt
grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
178,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt
grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash,2025-06-18T15:50:13.596478
179,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt
ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
180,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt
grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic,2025-06-18T15:50:13.596478
181,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/
grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux,2025-06-18T15:50:13.596478
182,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt
grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
183,Grep,How do you use grep with case-insensitive search?,Use the -i flag with grep to perform case-insensitive pattern matching.,"grep -i ""pattern"" filename.txt
grep -ri ""error"" /var/log/",https://stackoverflow.com/questions/965053/extract-filename-and-extension-in-bash,2025-06-18T15:50:13.596478
184,Grep,How do you exclude certain patterns with grep?,"Use the -v flag with grep to invert the match, showing lines that do NOT contain the pattern.","grep -v ""pattern"" filename.txt
ps aux | grep -v grep",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
185,Grep,How do you use grep with regular expressions?,grep supports basic regular expressions by default. Use -E for extended regex or egrep.,"grep ""^start"" filename.txt
grep -E ""pattern1|pattern2"" filename.txt",https://stackoverflow.com/questions/12943493/how-to-use-grep-with-or-logic,2025-06-18T15:50:13.596478
186,Grep,How do you search for a pattern recursively in directories using grep?,Use grep with the -r (recursive) flag to search through all files in a directory and its subdirectories.,"grep -r ""pattern"" /path/to/directory/
grep -r ""function"" .",https://stackoverflow.com/questions/16956810/how-do-i-find-all-files-containing-specific-text-on-linux,2025-06-18T15:50:13.596478
187,Grep,How do you use grep to show line numbers with matches?,Use the -n flag with grep to display line numbers alongside the matching lines.,"grep -n ""pattern"" filename.txt
grep -rn ""function"" .",https://stackoverflow.com/questions/1987926/how-do-i-grep-and-show-the-line-number,2025-06-18T15:50:13.596478
